taxon_name,threatened,native,rl_cat,seedmass,dispersal_mode,dispersal_distance,germination_freq_mean,termvel_mean,most_frequent_seed_str,most_frequent_diaspore_type,most_frequent_seedbank_type,mean_seedbank_index
Aremonia agrimonoides,no,established non-native,nb,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Arenaria ciliata,no,native,R,NA,Local non-specific dispersal,1,NA,2.043,NA,NA,NA,NA
Arenaria serpyllifolia subsp. leptoclados,no,native,*,0.0393333333333333,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Arenaria serpyllifolia,no,native,*,0.0923109848446968,Local non-specific dispersal,1,100,1.9904166666666667,No appendages,germinule,short-term persistent,0.41363636363636364
Aristolochia clematitis,no,native,V,37.326175,Local non-specific dispersal,2,NA,3.619090909090909,Other specialisation,generative dispersule,NA,NA
Armeria arenaria,yes,native,0,5.2642386,Local non-specific dispersal,2,100,NA,NA,NA,NA,NA
Armeria maritima,no,native,V,1.22884993251282,Local non-specific dispersal,1,94.33333333333333,2.3208333333333333,Balloon structures,generative dispersule,transient,0
Armeria maritima subsp. purpurea,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armoracia rusticana,no,established non-native,nb,NA,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,transient,0
Arnica montana,yes,native,3,1.55143333333333,Myrmecochory,3,NA,0.83,No appendages,germinule,transient,0
Arnoseris minima,yes,native,2,0.379,Anemochory,5,NA,NA,No appendages,generative dispersule,transient,0.16666666666666666
Arrhenatherum elatius,no,native,*,3.05576444444444,Local non-specific dispersal,2,94.2,2.6182608695652174,Elongated appendages,generative dispersule,transient,0.03195488721804511
Artemisia absinthium,no,native,*,0.103095,Local non-specific dispersal,2,100,NA,No appendages,generative dispersule,transient,0.20454545454545456
Artemisia annua,no,established non-native,nb,0.0448333333333333,Local non-specific dispersal,2,60,NA,No appendages,generative dispersule,NA,NA
Artemisia austriaca,no,established non-native,nb,0.0632,Local non-specific dispersal,2,NA,NA,NA,NA,transient,0
Artemisia biennis,no,established non-native,nb,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Artemisia campestris,no,native,*,0.158520634920634,Local non-specific dispersal,2,100,2.315,NA,NA,transient,0.10416666666666667
Artemisia dracunculus,no,established non-native,nb,0.262,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Artemisia laciniata,yes,native,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artemisia maritima,no,native,*,0.713333333333333,Local non-specific dispersal,2,90,2.6550000000000002,Flat appendages,generative dispersule,short-term persistent,0.3181818181818182
Artemisia splendens,no,native,R,0.23,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Artemisia pontica,no,established non-native,nb,1.06359999999999,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Artemisia rupestris,yes,native,1,0.06638,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Artemisia scoparia,yes,native,1,24.25,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Artemisia tournefortiana,no,established non-native,nb,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Artemisia verlotiorum,no,established non-native,nb,0.114667,Myrmecochory,3,NA,NA,NA,NA,transient,0
Artemisia vulgaris,no,native,*,0.158711111111111,Myrmecochory,3,100,1.55,No appendages,generative dispersule,transient,0.19491525423728814
Arum cylindraceum,no,native,R,32.65,Endozoochory,6,NA,NA,No appendages,generative dispersule,NA,NA
Arum maculatum,no,native,*,258.214417777777,Local non-specific dispersal,1,NA,4.781666666666666,Nutrient containing structures,generative dispersule,transient,0
Aruncus dioicus,no,native,*,0.0905111111111111,Local non-specific dispersal,2,90,1.18,No appendages,generative dispersule,NA,NA
Asarina procumbens,no,established non-native,nb,0.231,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Asarum europaeum,no,native,*,3.136111111,Myrmecochory,3,NA,3.85,Nutrient containing structures,generative dispersule,transient,0.027777777777777776
Asclepias syriaca,no,established non-native,nb,6.2,Anemochory,5,87.5,0.231,NA,NA,NA,NA
Asparagus officinalis,no,native,*,95.6730424242424,Endozoochory,6,NA,4.379333333333333,No appendages,generative dispersule,transient,0
Asperugo procumbens,yes,native,2,7.25843333333334,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Asperula arvensis,yes,native,0,6.1165,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Cynanchica pyrenaica subsp. cynanchica,no,native,V,1.0055,Local non-specific dispersal,1,75.5,2.1466666666666665,No appendages,generative dispersule,transient,0.10714285714285714
Cynanchica neilreichii,no,native,R,NA,Local non-specific dispersal,NA,NA,NA,NA,NA,NA,NA
Asperula tinctoria,yes,native,3,2.8,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,transient,0
Asplenium adiantum-nigrum,yes,native,3,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Asplenium cuneifolium,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium adulterinum,yes,native,2,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Asplenium ceterach,yes,native,3,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Asplenium fissum,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Asplenium fontanum,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Asplenium obovatum,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Asplenium ruta-muraria,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Asplenium scolopendrium,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Asplenium seelosii,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Asplenium septentrionale,no,native,V,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Asplenium trichomanes,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Asplenium viride,no,native,V,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Aster alpinus,no,native,*,0.8396,Anemochory,5,NA,NA,No appendages,germinule,transient,0
Aster amellus,yes,native,3,0.890723809533333,Anemochory,5,NA,0.7975,No appendages,generative dispersule,transient,0
Aster bellidiastrum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Astragalus alpinus,yes,native,1,5.51,Local non-specific dispersal,1,95,NA,Elongated appendages,generative dispersule,transient,0
Astragalus arenarius,yes,native,2,1.266667,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Astragalus australis,yes,native,1,2.9551,Local non-specific dispersal,1,NA,NA,NA,NA,long-term persistent,1
Astragalus cicer,no,native,V,3.30766666666666,Local non-specific dispersal,2,98.33333333333333,NA,No appendages,generative dispersule,NA,NA
Astragalus danicus,yes,native,3,1.547,Local non-specific dispersal,1,NA,3.4945454545454546,No appendages,generative dispersule,transient,0.1111111111111111
Astragalus exscapus,yes,native,2,5.910925,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Astragalus frigidus,no,native,*,8.626,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Astragalus glycyphyllos,no,native,*,4.92501666666666,Local non-specific dispersal,2,99,4.226666666666667,No appendages,generative dispersule,transient,0.25
Astragalus penduliflorus,no,native,R,6.91433333333333,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Astrantia bavarica,yes,native,3,1.2572,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Astrantia major,no,native,*,3.85497777777777,Local non-specific dispersal,2,72,2.71,NA,NA,NA,NA
Athamanta cretensis,no,native,*,2.8706,Local non-specific dispersal,1,NA,2.82,NA,NA,NA,NA
Athyrium distentifolium,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Athyrium filix-femina,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Atocion armeria,yes,native,3,0.129733333333333,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Atocion rupestre,no,native,*,0.074,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Atriplex laciniata,yes,native,1,14.4829436666666,Local non-specific dispersal,2,100,NA,NA,NA,NA,NA
Atriplex littoralis,no,native,*,1.72066666666666,Local non-specific dispersal,2,96.5,3.68,NA,NA,NA,NA
Atriplex micrantha,no,established non-native,nb,1.552,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Atriplex oblongifolia,no,established non-native,nb,4.2725,Local non-specific dispersal,2,88.33333333333333,2.7227272727272727,Balloon structures,generative dispersule,NA,NA
Atriplex patula,no,native,*,1.80974444444444,Local non-specific dispersal,2,82,3.83,Balloon structures,generative dispersule,transient,0.42
Atriplex pedunculata,yes,native,3,3.2407,Local non-specific dispersal,2,69.5,2.993529411764706,NA,NA,NA,NA
Atriplex portulacoides,no,native,*,3.50123636363636,Local non-specific dispersal,2,47.5,NA,NA,NA,NA,NA
Atriplex prostrata subsp. calotheca,yes,native,2,0.73175,Local non-specific dispersal,2,94,2.750909090909091,Balloon structures,generative dispersule,NA,NA
Atriplex glabriuscula,yes,native,2,2.68691666666666,Local non-specific dispersal,2,100,NA,Balloon structures,generative dispersule,NA,NA
Atriplex longipes,no,native,*,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Atriplex nudicaulis,no,native,R,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Atriplex prostrata,no,native,*,2.47140666666666,Local non-specific dispersal,2,90.33333333333333,3.2336363636363634,NA,NA,short-term persistent,0.43333333333333335
Atriplex rosea,yes,native,3,2.68189999999999,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Atriplex sagittata,no,native,*,3.022,Local non-specific dispersal,2,92,NA,NA,NA,NA,NA
Atriplex tatarica,no,established non-native,nb,1.793,Local non-specific dispersal,2,NA,2.11,NA,NA,NA,NA
Atropa bella-donna,no,native,*,493.029525,Endozoochory,6,NA,NA,No appendages,germinule,short-term persistent,0.6666666666666666
Aurinia saxatilis,yes,native,3,0.688025,Local non-specific dispersal,1,100,2.18,Flat appendages,generative dispersule,NA,NA
Avena fatua,no,native,*,17.1053703703703,Local non-specific dispersal,2,90.75,4.28,Elongated appendages,generative dispersule,short-term persistent,0.47413793103448276
Azolla filiculoides,no,established non-native,nb,NA,Epizoochory,6,NA,NA,NA,NA,NA,NA
Baldellia ranunculoides,yes,native,2,0.432085714285714,Hydrochory,NA,88,1.8372727272727272,Flat appendages,generative dispersule,NA,NA
Ballota nigra,no,native,*,0.820883333333333,Local non-specific dispersal,2,100,3.1,No appendages,generative dispersule,short-term persistent,0.4375
Barbarea intermedia,no,native,*,0.5512,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Barbarea stricta,no,native,*,0.3235,Local non-specific dispersal,2,NA,2.659090909090909,No appendages,generative dispersule,transient,0.03571428571428571
Barbarea vulgaris subsp. arcuata,no,native,*,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Barbarea vulgaris,no,native,*,0.660151515151514,Local non-specific dispersal,2,96,3.038333333333333,No appendages,generative dispersule,transient,0.13636363636363635
Bartsia alpina,no,native,*,0.271841666666666,Local non-specific dispersal,1,82,1.7375,NA,NA,transient,0
Bassia laniflora,yes,native,2,0.6308,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Bassia scoparia,no,established non-native,nb,0.613328571428571,Anemochory,4,100,NA,No appendages,germinule,short-term persistent,0.625
Bellis perennis,no,native,*,0.122839999999999,Local non-specific dispersal,1,100,1.77,No appendages,generative dispersule,transient,0.2736842105263158
Berberis vulgaris,no,native,*,82.7797333333333,Endozoochory,6,NA,NA,No appendages,generative dispersule,transient,0
Berteroa incana,no,established non-native,nb,0.569266666666666,Local non-specific dispersal,2,100,2.8372727272727274,No appendages,generative dispersule,transient,0.125
Berula erecta,no,native,*,0.629725,Local non-specific dispersal,2,100,NA,NA,NA,short-term persistent,0.28125
Beta vulgaris,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betonica alopecuros,no,native,*,1.1942,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Betonica officinalis,no,native,V,4.59231666666666,Local non-specific dispersal,2,97.25,2.887391304347826,No appendages,generative dispersule,transient,0.14285714285714285
Betula humilis,yes,native,2,0.1885,Dyszoochory,6,NA,NA,Flat appendages,generative dispersule,NA,NA
Betula nana,yes,native,1,0.275944444444444,Dyszoochory,6,92,1.2742424242424242,Flat appendages,generative dispersule,transient,0.13636363636363635
Betula pendula,no,native,*,0.486184615384615,Anemochory,4,85,0.36782608695652175,Flat appendages,generative dispersule,short-term persistent,0.5057471264367817
Betula pubescens,no,native,*,0.32965,Dyszoochory,6,93.5,0.7909090909090909,Flat appendages,generative dispersule,transient,0.288135593220339
Bidens cernua,no,native,*,1.0205,Epizoochory,6,80,1.499090909090909,Elongated appendages,generative dispersule,short-term persistent,0.5
Bidens connata,no,established non-native,nb,2.549375,Local non-specific dispersal,2,NA,2.169090909090909,Elongated appendages,generative dispersule,transient,0
Bidens frondosa,no,established non-native,nb,8.66097142857143,Local non-specific dispersal,2,94,1.8154545454545454,NA,NA,long-term persistent,0.75
Bidens radiata,no,native,*,1.8375,Epizoochory,6,NA,1.1090909090909091,Elongated appendages,generative dispersule,NA,NA
Bidens tripartita,no,native,*,2.31672,Epizoochory,6,97.33333333333333,2.0872727272727274,Elongated appendages,generative dispersule,transient,0.23333333333333334
Bifora radians,no,established non-native,nb,11.1916,Local non-specific dispersal,2,NA,4.2309090909090905,NA,NA,NA,NA
Biscutella laevigata,no,native,*,3.7108238095238,Local non-specific dispersal,1,NA,1.7658333333333334,Balloon structures,generative dispersule,transient,0
Bistorta officinalis,no,native,*,6.74833333333333,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Bistorta vivipara,no,native,*,1.97674038461538,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Blackstonia acuminata,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blackstonia perfoliata,yes,native,2,0.015125,Local non-specific dispersal,1,100,0.84,No appendages,generative dispersule,NA,NA
Blechnum spicant,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Blysmus compressus,yes,native,2,0.596166666666666,Local non-specific dispersal,1,NA,2.2790909090909093,Elongated appendages,generative dispersule,NA,NA
Blysmus rufus,yes,native,2,1.1668,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Bolboschoenus laticarpus,no,native,*,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Bolboschoenus maritimus,no,native,*,2.94340625,Local non-specific dispersal,2,78,NA,NA,NA,NA,NA
Bolboschoenus yagara,no,native,*,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Botrychium lunaria,yes,native,3,0.0395297,Anemochory,5,NA,NA,NA,NA,NA,NA
Botrychium matricariifolium,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Botrychium multifidum,yes,native,1,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Botrychium simplex,yes,native,1,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Botrychium virginianum,yes,native,1,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Brachypodium phoenicoides,no,established non-native,nb,2.835,Local non-specific dispersal,2,NA,NA,Balloon structures,generative dispersule,NA,NA
Brachypodium pinnatum,no,native,*,3.57176944445833,Local non-specific dispersal,2,96.2,2.31,Balloon structures,generative dispersule,transient,0.02040816326530612
Brachypodium sylvaticum,no,native,*,3.74730051515151,Local non-specific dispersal,2,100,3.12,Elongated appendages,generative dispersule,transient,0.07142857142857142
Brassica napus,no,established non-native,nb,3.846,Local non-specific dispersal,2,100,NA,No appendages,generative dispersule,long-term persistent,0.5
Rhamphospermum nigrum,no,native,*,1.06304285714285,Local non-specific dispersal,2,100,3.8143478260869568,No appendages,generative dispersule,long-term persistent,0.6111111111111112
Brassica oleracea,no,native,R,3.27952727272727,Local non-specific dispersal,2,96,4.62,No appendages,generative dispersule,transient,0
Briza media,no,native,*,0.518107407416666,Local non-specific dispersal,2,96,2.8584615384615386,Balloon structures,generative dispersule,transient,0.017241379310344827
Bromus arvensis,no,native,V,2.30855555555555,Local non-specific dispersal,2,NA,2.1806,Elongated appendages,generative dispersule,transient,0
Bromus brachystachys,yes,native,0,NA,Local non-specific dispersal,1,NA,NA,Balloon structures,generative dispersule,NA,NA
Bromus carinatus,no,established non-native,nb,5.934,Local non-specific dispersal,2,98,NA,NA,NA,NA,NA
Bromus erectus,no,native,*,4.89552478633333,Local non-specific dispersal,2,86.33333333333333,NA,NA,NA,NA,NA
Bromus hordeaceus,no,native,*,2.94181357142857,Local non-specific dispersal,2,100,2.6291304347826085,Elongated appendages,generative dispersule,transient,0.06914893617021277
Bromus inermis,no,native,*,3.7738,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Bromus japonicus subsp. japonicus,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bromus commutatus,no,native,*,4.92595,Local non-specific dispersal,2,100,2.1844,Balloon structures,generative dispersule,transient,0
Bromus racemosus,yes,native,3,4.76175370366666,Local non-specific dispersal,2,100,2.7773,Elongated appendages,generative dispersule,transient,0
Bromus benekenii,no,native,*,5.84089999999999,Local non-specific dispersal,2,100,NA,NA,NA,NA,NA
Bromus ramosus,no,native,*,7.32133766236364,Local non-specific dispersal,2,95.25,NA,NA,NA,NA,NA
Bromus grossus,yes,native,2,4.775,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Bromus secalinus,no,native,*,9.1630125,Local non-specific dispersal,2,100,3.567727272727273,Elongated appendages,generative dispersule,transient,0.07142857142857142
Bromus squarrosus,no,established non-native,nb,2.3225,Local non-specific dispersal,2,100,2.6572727272727272,Balloon structures,generative dispersule,NA,NA
Bromus sterilis,no,native,*,8.2427,Local non-specific dispersal,2,100,NA,NA,NA,NA,NA
Bromus tectorum,no,native,*,3.053382,Local non-specific dispersal,2,95.2,NA,NA,NA,NA,NA
Bryonia alba,no,native,V,14.4752,Endozoochory,6,NA,NA,No appendages,generative dispersule,NA,NA
Bryonia cretica subsp. dioica,no,native,*,111.331348823333,Endozoochory,6,96,NA,NA,NA,NA,NA
Buddleja davidii,no,established non-native,nb,0.0675723333333333,Local non-specific dispersal,2,NA,1.4,Elongated appendages,generative dispersule,transient,0.125
Buglossoides arvensis,no,native,V,5.25647083333333,Myrmecochory,3,NA,4.63,NA,NA,NA,NA
